City,Cloudiness,Lat,Long,Date,Humidity,Max_Temp,Country,Wind_Speed
port lincoln,36, -34.73, 135.87,1584195146,78,58.01,AU,15.9
pyay,55, 18.82, 95.22,1584195146,36,81.05,MM,5.12
faya,40, 18.39, 42.45,1584195147,59,68,SA,12.75
tiarei,19, -17.53, -149.33,1584195147,88,78.8,PF,4.7
beloha,33, -25.17, 45.05,1584195147,71,77.99,MG,19.28
zhezkazgan,17, 47.8, 67.71,1584195147,80,35.6,KZ,4.47
pisco,40, -13.7, -76.22,1584195147,30,75,PE,5.82
vetapalem,0, 15.78, 80.32,1584195147,81,76.37,IN,7.9
nola,40, 40.92, 14.53,1584195148,67,64,IT,3.36
prince rupert,1, 54.32, -130.32,1584195148,73,21.2,CA,6.93
quelimane,75, -17.88, 36.89,1584195148,62,89.6,MZ,6.93
vanavara,100, 60.34, 102.28,1584195148,94,30.83,RU,7.78
dunmanway,75, 51.72, -9.12,1584195148,81,53.6,IE,27.51
mehran,90, 33.12, 46.16,1584195148,76,50,IR,13.87
dukat,100, 62.55, 155.55,1584195149,98,-7.15,RU,8.39
berlevag,100, 70.86, 29.09,1584195149,59,23.81,NO,15.55
taoudenni,0, 22.68, -3.98,1584195149,5,94.91,ML,1.34
chadiza,100, -14.07, 32.44,1584195149,91,74.75,ZM,2.1
ongandjera,88, -17.88, 15.07,1584195149,34,88.97,NA,6.44
sistranda,75, 63.73, 8.83,1584195149,51,37.4,NO,17.22
bubaque,0, 11.28, -15.83,1584195150,44,88.61,GW,6.42
labrea,100, -7.26, -64.8,1584195150,53,92.93,BR,2.62
sterling,1, 39.01, -77.43,1584195058,42,51.8,US,10.29
atar,0, 20.52, -13.05,1584195150,4,91.85,MR,8.52
hualmay,54, -11.1, -77.61,1584195150,59,79.43,PE,7.83
gedo,100, 9.02, 37.45,1584195151,39,75.29,ET,4.38
sidhi,0, 24.42, 81.88,1584195151,68,71.51,IN,12.77
alyangula,98, -13.85, 136.42,1584194948,88,78.8,AU,3.36
sassandra,32, 4.95, -6.08,1584195151,74,85.37,CI,10.71
opuwo,90, -18.06, 13.84,1584195151,35,86.81,NA,6.33
mananjary,0, -21.22, 48.33,1584195151,84,79.61,MG,12.26
kahta,75, 37.79, 38.62,1584195152,87,59,TR,13.87
jacareacanga,100, -6.22, -57.75,1584195152,95,76.73,BR,4.38
ekhabi,88, 53.51, 142.97,1584195152,90,-1.39,RU,4.16
ulundi,4, -28.34, 31.42,1584195152,56,82.67,ZA,6.4
acapulco,40, 16.86, -99.89,1584195152,78,78.8,MX,3.36
mackenzie,1, 55.3, -123.17,1584195152,44,-0.4,CA,8.05
banamba,0, 13.55, -7.45,1584195153,5,101.21,ML,5.08
eydhafushi,0, 5.1, 73.07,1584195153,72,84.29,MV,9.04
lahaina,20, 20.88, -156.68,1584195153,88,69.8,US,3.36
antalaha,100, -14.9, 50.28,1584195153,86,80.15,MG,46.35
spirit river,5, 55.78, -118.84,1584195153,74,-25.6,CA,2.24
daura,93, 11.55, 11.41,1584195153,9,91.67,NG,9.69
sagua la grande,75, 22.81, -80.08,1584195153,94,73.4,CU,8.05
lompoc,90, 34.64, -120.46,1584194962,87,54,US,9.73
marsaxlokk,27, 35.84, 14.54,1584195154,49,71.6,MT,10.29
taman,40, 45.21, 36.72,1584195154,66,50,RU,13.42
izhma,100, 65.01, 53.91,1584195154,95,21.29,RU,6.22
san nicolas,11, 18.17, 120.6,1584195154,81,75.47,PH,12.3
vao,100, -22.67, 167.48,1584195154,83,82.13,NC,23.04
gorlice,83, 49.66, 21.16,1584195154,48,42.01,PL,8.01
zapolyarnyy,20, 69.42, 30.81,1584195155,66,15.8,RU,24.16
svetlogorsk,100, 52.63, 29.73,1584195155,47,34.97,BY,21.32
letlhakane,43, -21.42, 25.58,1584195155,24,90.95,BW,4.25
la tuque,100, 47.43, -72.78,1584195155,85,20.57,CA,16.31
chor,0, 25.52, 69.77,1584195155,19,72.59,PK,3.24
nandi hills,75, 0.11, 35.18,1584195155,27,82.4,KE,12.75
mbandaka,26, 0.05, 18.26,1584195155,39,93.65,CD,2.68
minot,20, 48.23, -101.3,1584194936,78,14,US,12.75
ust-barguzin,66, 53.45, 108.98,1584195156,85,20.93,RU,4.38
anadyr,0, 64.75, 177.48,1584195156,61,17.6,RU,13.42
ossora,58, 59.24, 163.07,1584195156,88,22.01,RU,10.2
kroya,100, -7.63, 109.25,1584195156,86,78.35,ID,1.05
camacha,75, 33.08, -16.33,1584195156,59,62.6,PT,14.99
karasburg,0, -28.02, 18.75,1584195157,10,91.85,NA,11.3
newport,75, 51.59, -3,1584195157,81,54,GB,17.22
sosva,68, 59.18, 61.86,1584195157,79,33.35,RU,11.21
qui nhon,46, 13.77, 109.23,1584194941,91,72.95,VN,2.66
hambantota,20, 6.12, 81.12,1584195157,83,82.4,LK,6.93
piacabucu,0, -10.41, -36.43,1584195157,61,86.45,BR,10.69
ostrovnoy,100, 68.05, 39.51,1584195157,84,18.95,RU,17.92
pochutla,5, 15.74, -96.47,1584195158,69,77,MX,6.02
olpad,0, 21.33, 72.75,1584195158,24,82.4,IN,10.29
san cristobal,75, 7.77, -72.22,1584195158,94,73.4,VE,3.36
alta floresta,100, -9.88, -56.09,1584195158,84,78.89,BR,4.45
turukhansk,100, 65.82, 87.98,1584195158,95,29.57,RU,15.57
umm lajj,0, 25.02, 37.27,1584195158,40,67.91,SA,0.94
puerto cabezas,40, 14.04, -83.39,1584195158,88,80.6,NI,4.7
college,1, 64.86, -147.8,1584194950,84,14,US,3.36
codrington,83, -38.27, 141.97,1584195159,76,57.83,AU,16.91
trincomalee,0, 8.57, 81.23,1584195159,87,72.77,LK,2.73
christchurch,4, -43.53, 172.63,1584195016,87,59,NZ,3.36
cap malheureux,40, -19.98, 57.61,1584195159,78,82.4,MU,4.7
grindavik,20, 63.84, -22.43,1584194884,68,28.4,IS,14.99
bom jesus,100, -9.07, -44.36,1584195094,64,83.93,BR,6.93
kungur,98, 57.44, 56.96,1584195160,86,33.17,RU,10.45
riyadh,75, 24.69, 46.72,1584195069,21,82.4,SA,9.17
waipawa,0, -41.41, 175.52,1584195160,87,57.2,NZ,10.29
karratha,28, -20.74, 116.85,1584195160,76,83.75,AU,13.04
alekseyevka,74, 50.63, 38.69,1584195160,56,45.41,RU,13.78
waingapu,100, -9.66, 120.26,1584195161,72,84.65,ID,5.21
uryupinsk,90, 50.8, 42.01,1584195161,82,43,RU,8.39
punta alta,46, -38.88, -62.07,1584195087,40,67.55,AR,11.41
fare,0, -16.7, -151.02,1584195161,78,82.67,PF,16.44
rapid valley,90, 44.06, -103.15,1584195162,92,28,US,18.34
grahamstown,0, -33.3, 26.53,1584195162,84,72,ZA,4
luanda,40, -8.84, 13.23,1584195162,74,86,AO,10.29
san giuseppe jato,40, 37.97, 13.19,1584195162,82,71.01,IT,6.93
kefamenanu,13, -9.45, 124.48,1584195162,93,70.79,ID,1.7
walvis bay,0, -22.96, 14.51,1584195150,53,77,NA,12.75
teguise,75, 29.06, -13.56,1584195162,77,66.2,ES,16.11
benalmadena,20, 36.6, -4.57,1584195163,72,64.4,ES,10.29
iquitos,90, -3.75, -73.25,1584195163,100,42.8,PE,5.82
santa maria,0, -29.68, -53.81,1584195163,20,99.23,BR,8.14
del rio,90, 29.36, -100.9,1584195163,83,71.6,US,5.82
marsh harbour,3, 26.54, -77.06,1584195163,80,74.21,BS,12.15
erzin,75, 36.96, 36.2,1584195163,56,78.8,TR,2.24
otavi,99, -19.65, 17.33,1584195163,53,79.43,NA,2.33
kemijarvi,40, 66.71, 27.43,1584195164,83,14.45,FI,4.7
gadung,28, 6.8, 124.02,1584195164,77,79.25,PH,8.5
banda aceh,99, 5.56, 95.32,1584195164,89,76.73,ID,3.67
hastings,75, 50.86, 0.57,1584195158,100,54,GB,19.46
tual,100, -5.67, 132.75,1584195164,79,81.59,ID,14.54
celestun,0, 20.87, -90.4,1584195164,80,75.65,MX,14.09
erenhot,0, 43.65, 111.98,1584194882,53,33.71,CN,10.89
whitehorse,5, 60.72, -135.05,1584195125,76,-6,CA,0.6
soyo,40, -6.13, 12.37,1584195165,74,87.8,AO,8.05
malakal,84, 9.53, 31.66,1584195165,14,99.05,SS,6.53
caruray,0, 10.31, 119.01,1584195165,78,80.15,PH,6.96
maputo,75, -25.97, 32.59,1584195165,66,86,MZ,13.87
arica,75, -18.48, -70.3,1584195165,69,73.4,CL,2.24
coihaique,40, -45.58, -72.07,1584195165,62,53.6,CL,9.95
tessalit,0, 20.2, 1.01,1584195166,7,95.27,ML,9.75
pleshanovo,100, 52.83, 53.48,1584195166,99,32.09,RU,3.8
ilebo,96, -4.32, 20.58,1584195166,61,84.29,CD,2.24
kodinar,3, 20.79, 70.7,1584195166,54,69.89,IN,5.28
milicz,0, 51.53, 17.27,1584195166,30,45,PL,6.93
sayat,0, 38.78, 63.88,1584195167,14,75.2,TM,9.17
vila velha,75, -20.33, -40.29,1584195167,83,82.99,BR,2.24
tigzirt,42, 36.89, 4.12,1584194981,86,59.27,DZ,11.95
karabuk,4, 41.2, 32.63,1584195167,69,50.99,TR,5.48
amga,96, 60.9, 131.96,1584195125,97,-6.79,RU,4.03
point pedro,0, 9.82, 80.23,1584195167,77,80.87,LK,17.11
mbanza-ngungu,100, -5.25, 14.87,1584195168,66,83.93,CD,4.43
san rafael,93, -34.62, -68.33,1584195168,24,60.71,AR,9.31
conde,75, -7.26, -34.91,1584194878,78,82.4,BR,6.93
edson,90, 53.58, -116.44,1584195168,76,-9.4,CA,3.36
carballo,19, 43.21, -8.69,1584195168,55,64.99,ES,4.7
ketchikan,1, 55.34, -131.65,1584195168,42,30.2,US,9.17
wladyslawowo,0, 54.79, 18.4,1584195168,40,37.99,PL,16.11
mitsamiouli,75, -11.38, 43.28,1584195168,74,86,KM,5.82
najran,75, 17.49, 44.13,1584194913,17,93.2,SA,9.17
fort nelson,20, 58.81, -122.7,1584194899,69,-7.6,CA,8.05
suileng,100, 47.25, 127.08,1584195169,94,19.67,CN,10.63
utica,90, 43.1, -75.23,1584195169,64,36,US,19.46
illapel,57, -31.63, -71.17,1584195169,38,74.57,CL,8.1
abu zabad,98, 12.35, 29.25,1584195169,15,86.27,SD,13.27
igrim,90, 63.19, 64.42,1584195169,86,33.17,RU,12.5
bahir dar,91, 11.59, 37.39,1584195170,34,80.33,ET,12.71
barcelos,0, 41.54, -8.62,1584195170,63,72,PT,8.05
humaita,100, -7.51, -63.02,1584195170,56,91.85,BR,2.73
nandgaon,0, 20.32, 74.65,1584195170,12,73.67,IN,10.71
tamandare,100, -8.76, -35.1,1584195170,65,83.03,BR,6.98
bankura,75, 23.25, 87.07,1584195170,88,66.2,IN,4.7
zhigansk,90, 66.77, 123.37,1584195170,93,-10.03,RU,17.98
petropavlovsk-kamchatskiy,40, 53.05, 158.65,1584195171,57,21.2,RU,4.47
castelnaudary,20, 43.32, 1.95,1584195171,50,60.01,FR,17.22
pamplona,20, 42.82, -1.64,1584195171,54,57.99,ES,12.75
rocha,53, -34.48, -54.33,1584195171,37,93.11,UY,14
kandi,52, 11.13, 2.94,1584195171,6,102.83,BJ,7.11
changqing,0, 36.56, 116.73,1584195171,21,55.99,CN,1.01
jefferson city,90, 38.58, -92.17,1584195171,86,39.2,US,10.29
noyabrsk,100, 63.2, 75.45,1584195172,97,32.99,RU,18.01
leshukonskoye,100, 64.9, 45.76,1584195172,94,21.11,RU,8.7
